Ticker,Name,Type,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
MYRG,MYR GROUP INC,EQUITY,Industrials,Equity,"12,030,958.10",0.67,"12,030,958.10","90,370.00",133.13,United States,NASDAQ,USD,1,USD,-
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,EQUITY,Utilities,Equity,"11,999,785.80",0.67,"11,999,785.80","333,420.00",35.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
VMC,VULCAN MATERIALS,EQUITY,Materials,Equity,"11,978,456.67",0.67,"11,978,456.67","60,987.00",196.41,United States,New York Stock Exchange Inc.,USD,1,USD,-
STRL,STERLING INFRASTRUCTURE INC,EQUITY,Industrials,Equity,"11,948,195.08",0.67,"11,948,195.08","273,289.00",43.72,United States,NASDAQ,USD,1,USD,-
ARNC,ARCONIC CORP,EQUITY,Materials,Equity,"11,819,736.81",0.66,"11,819,736.81","409,129.00",28.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
SUM,SUMMIT MATERIALS INC CLASS A,EQUITY,Materials,Equity,"11,807,004.88",0.66,"11,807,004.88","362,623.00",32.56,United States,New York Stock Exchange Inc.,USD,1,USD,-
PWR,QUANTA SERVICES INC,EQUITY,Industrials,Equity,"11,736,992.98",0.66,"11,736,992.98","68,282.00",171.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROCK,GIBRALTAR INDUSTRIES INC,EQUITY,Industrials,Equity,"11,707,491.47",0.66,"11,707,491.47","206,009.00",56.83,United States,NASDAQ,USD,1,USD,-
LPX,LOUISIANA PACIFIC CORP,EQUITY,Materials,Equity,"11,674,702.12",0.65,"11,674,702.12","184,318.00",63.34,United States,New York Stock Exchange Inc.,USD,1,USD,-
AGX,ARGAN INC,EQUITY,Industrials,Equity,"11,626,969.18",0.65,"11,626,969.18","278,557.00",41.74,United States,New York Stock Exchange Inc.,USD,1,USD,-
MLI,MUELLER INDUSTRIES INC,EQUITY,Industrials,Equity,"11,612,714.71",0.65,"11,612,714.71","147,613.00",78.67,United States,New York Stock Exchange Inc.,USD,1,USD,-
OKE,ONEOK INC,EQUITY,Energy,Equity,"11,499,166.98",0.64,"11,499,166.98","196,971.00",58.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENLC,ENLINK MIDSTREAM COMMON UNITS,EQUITY,Energy,Equity,"11,396,543.70",0.64,"11,396,543.70","1,152,330.00",9.89,United States,New York Stock Exchange Inc.,USD,1,USD,-
AZEK,AZEK COMPANY INC CLASS A,EQUITY,Industrials,Equity,"11,391,125.00",0.64,"11,391,125.00","455,645.00",25,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROAD,CONSTRUCTION PARTNERS INC CLASS A,EQUITY,Industrials,Equity,"11,373,838.00",0.64,"11,373,838.00","396,025.00",28.72,United States,NASDAQ,USD,1,USD,-
FIX,COMFORT SYSTEMS USA INC,EQUITY,Industrials,Equity,"11,348,622.34",0.64,"11,348,622.34","73,678.00",154.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
TTEK,TETRA TECH INC,EQUITY,Industrials,Equity,"11,331,538.14",0.64,"11,331,538.14","79,026.00",143.39,United States,NASDAQ,USD,1,USD,-
IIIN,INSTEEL INDUSTRIES INC,EQUITY,Industrials,Equity,"11,265,754.08",0.63,"11,265,754.08","362,476.00",31.08,United States,New York Stock Exchange Inc.,USD,1,USD,-
ECVT,ECOVYST INC,EQUITY,Materials,Equity,"11,129,689.71",0.62,"11,129,689.71","1,010,871.00",11.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
STN,STANTEC INC,EQUITY,Industrials,Equity,"11,052,592.98",0.62,"11,052,592.98","189,354.00",58.37,Canada,New York Stock Exchange Inc.,USD,1,USD,-
EME,EMCOR GROUP INC,EQUITY,Industrials,Equity,"10,980,687.57",0.62,"10,980,687.57","65,867.00",166.71,United States,New York Stock Exchange Inc.,USD,1,USD,-
WFG,WEST FRASER TIMBER LTD,EQUITY,Materials,Equity,"10,945,553.52",0.61,"10,945,553.52","143,869.00",76.08,Canada,New York Stock Exchange Inc.,USD,1,USD,-
PRIM,PRIMORIS SERVICES CORP,EQUITY,Industrials,Equity,"10,904,374.46",0.61,"10,904,374.46","399,574.00",27.29,United States,New York Stock Exchange Inc.,USD,1,USD,-
BXC,BLUELINX HOLDINGS INC,EQUITY,Industrials,Equity,"10,894,675.00",0.61,"10,894,675.00","125,950.00",86.5,United States,New York Stock Exchange Inc.,USD,1,USD,-
APG,API GROUP CORP,EQUITY,Industrials,Equity,"10,875,999.38",0.61,"10,875,999.38","461,434.00",23.57,United States,New York Stock Exchange Inc.,USD,1,USD,-
POOL,POOL CORP,EQUITY,Consumer Discretionary,Equity,"10,866,813.30",0.61,"10,866,813.30","30,765.00",353.22,United States,NASDAQ,USD,1,USD,-
MTZ,MASTEC INC,EQUITY,Industrials,Equity,"10,754,378.19",0.6,"10,754,378.19","108,861.00",98.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
EMN,EASTMAN CHEMICAL,EQUITY,Materials,Equity,"10,633,451.40",0.6,"10,633,451.40","127,530.00",83.38,United States,New York Stock Exchange Inc.,USD,1,USD,-
SWX,SOUTHWEST GAS HOLDINGS INC,EQUITY,Utilities,Equity,"10,523,685.15",0.59,"10,523,685.15","184,335.00",57.09,United States,New York Stock Exchange Inc.,USD,1,USD,-
J,JACOBS SOLUTIONS INC,EQUITY,Industrials,Equity,"10,506,845.44",0.59,"10,506,845.44","90,203.00",116.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
WLK,WESTLAKE CORP,EQUITY,Materials,Equity,"10,458,654.83",0.59,"10,458,654.83","89,291.00",117.13,United States,New York Stock Exchange Inc.,USD,1,USD,-
RS,RELIANCE STEEL & ALUMINUM,EQUITY,Materials,Equity,"10,420,350.60",0.58,"10,420,350.60","42,215.00",246.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,EQUITY,Materials,Equity,"10,304,357.68",0.58,"10,304,357.68","114,442.00",90.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
WOR,WORTHINGTON INDUSTRIES INC,EQUITY,Materials,Equity,"10,218,750.65",0.57,"10,218,750.65","177,563.00",57.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
NFE,NEW FORTRESS ENERGY INC CLASS A,EQUITY,Energy,Equity,"10,202,966.10",0.57,"10,202,966.10","369,405.00",27.62,United States,NASDAQ,USD,1,USD,-
LXFR,LUXFER HOLDINGS PLC,EQUITY,Industrials,Equity,"10,194,161.64",0.57,"10,194,161.64","692,068.00",14.73,United States,New York Stock Exchange Inc.,USD,1,USD,-
MDU,MDU RESOURCES GROUP INC,EQUITY,Industrials,Equity,"10,191,956.32",0.57,"10,191,956.32","351,568.00",28.99,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRS,CARPENTER TECHNOLOGY CORP,EQUITY,Materials,Equity,"10,135,494.60",0.57,"10,135,494.60","213,829.00",47.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
TMST,TIMKENSTEEL CORP,EQUITY,Materials,Equity,"10,103,726.08",0.57,"10,103,726.08","563,824.00",17.92,United States,New York Stock Exchange Inc.,USD,1,USD,-
